FB.ATM.TOTL.P5,Financial Sector: Access,"Automated teller machines (ATMs) (per 100,000 adults)",,Automated teller machines are computerized telecommunications devices that provide clients of a financial institution with access to financial transactions in a public place.,,Annual,,,Median,"Population-based ratios of the number of branches and ATMs assume a uniform distribution of bank outlets within a country's area and across its population, while in most countries bank branches and ATMs are concentrated in urban centers of the country and are accessible only to some individuals.",,Country-specific metadata can be found on the IMF?s FAS website at ÿhttp://fas.imf.org.,"International Monetary Fund, Financial Access Survey.","Data are shown as the total number of ATMs for every 100,000 adults in the reporting country. Calculated as (number of ATMs)*100,000/adult population in the reporting country.","Access to finance can expand opportunities for all with higher levels of access and use of banking services associated with lower financing obstacles for people and businesses. A stable financial system that promotes efficient savings and investment is also crucial for a thriving democracy and market economy.

There are several aspects of access to financial services: availability, cost, and quality of services. The development and growth of credit markets depend on access to timely, reliable, and accurate data on borrowers' credit experiences. Access to credit can be improved by making it easy to create and enforce collateral agreements and by increasing information about potential borrowers' creditworthiness. Lenders look at a borrower's credit history and collateral. Where credit registries and effective collateral laws are absent - as in many developing countries - banks make fewer loans. Indicators that cover getting credit include the strength of legal rights index and the depth of credit information index.",,,,Open
FI.RES.TOTL.DT.ZS,Economic Policy & Debt: Balance of payments: Reserves & other items,Total reserves (% of total external debt),,International reserves to total external debt stocks.,,Annual,,,Weighted average,,,,"World Bank, International Debt Statistics.",,,,,,Open
NY.GNP.PCAP.CD,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI per capita, Atlas method (current US$)",,"GNI per capita (formerly GNP per capita) is the gross national income, converted to U.S. dollars using the World Bank Atlas method, divided by the midyear population. GNI is the sum of value added by all resident producers plus any product taxes (less subsidies) not included in the valuation of output plus net receipts of primary income (compensation of employees and property income) from abroad. GNI, calculated in national currency, is usually converted to U.S. dollars at official exchange rates for comparisons across economies, although an alternative rate is used when the official exchange rate is judged to diverge by an exceptionally large margin from the rate actually applied in international transactions. To smooth fluctuations in prices and exchange rates, a special Atlas method of conversion is used by the World Bank. This applies a conversion factor that averages the exchange rate for a given year and the two preceding years, adjusted for differences in rates of inflation between the country, and through 2000, the G-5 countries (France, Germany, Japan, the United Kingdom, and the United States). From 2001, these countries include the Euro area, Japan, the United Kingdom, and the United States.",,Annual,,,Weighted average,,,,"World Bank national accounts data, and OECD National Accounts data files.","The World Bank uses Atlas method GNI per capita in U.S. dollars to classify countries for analytical purposes and to determine borrowing eligibility. For more information, see the metadata for Atlas method GNI in current U.S. dollars (NY.GNP.ATLS.CD) and total population (SP.POP.TOTL).",,,,,Open
FP.CPI.TOTL.ZG,Financial Sector: Exchange rates & prices,"Inflation, consumer prices (annual %)",,"Inflation as measured by the consumer price index reflects the annual percentage change in the cost to the average consumer of acquiring a basket of goods and services that may be fixed or changed at specified intervals, such as yearly. The Laspeyres formula is generally used.",,Annual,,,Median,,,,"International Monetary Fund, International Financial Statistics and data files.",,,,,,Open
IC.BUS.DISC.XQ,Private Sector & Trade: Business environment,Business extent of disclosure index (0=less disclosure to 10=more disclosure),,"Disclosure index measures the extent to which investors are protected through disclosure of ownership and financial information. The index ranges from 0 to 10, with higher values indicating more disclosure.",,Annual,,,Unweighted average,"The Doing Business methodology has limitations that should be considered when interpreting the data. First, the data collected refer to businesses in the economy's largest city and may not represent regulations in other locations of the economy. To address this limitation, subnational indicators are being collected for selected economies. These subnational studies point to significant differences in the speed of reform and the ease of doing business across cities in the same economy. Second, the data often focus on a specific business form - generally a limited liability company of a specified size - and may not represent regulation for other types of businesses such as sole proprietorships. Third, transactions described in a standardized business case refer to a specific set of issues and may not represent the full set of issues a business encounters. Fourth, the time measures involve an element of judgment by the expert respondents. When sources indicate different estimates, the Doing Business time indicators represent the median values of several responses given under the assumptions of the standardized case. Fifth, the methodology assumes that a business has full information on what is required and does not waste time when completing procedures.",,Data are presented for the survey year instead of publication year.,"World Bank, Doing Business project (http://www.doingbusiness.org/).","Data are collected by the World Bank with a standardized survey that uses a simple business case to ensure comparability across economies and over time - with assumptions about the legal form of the business, its size, its location, and nature of its operation. Surveys are administered through more than 9,000 local experts, including lawyers, business consultants, accountants, freight forwarders, government officials, and other professionals who routinely administer or advise on legal and regulatory requirements.

Corporations are instruments of entrepreneurship and growth. They can also be abused for personal gain. The indicator measures the strength of minority shareholder protections against directors' misuse of corporate assets for personal gain.

The Doing Business project of the World Bank encompasses two types of data: data from readings of laws and regulations and data on time and motion indicators that measure efficiency in achieving a regulatory goal. Within the time and motion indicators cost estimates are recorded from official fee schedules where applicable. The data from surveys are subjected to numerous tests for robustness, which lead to revision or expansion of the information collected.","The economic health of a country is measured not only in macroeconomic terms but also by other factors that shape daily economic activity such as laws, regulations, and institutional arrangements. The data measure business regulation, gauge regulatory outcomes, and measure the extent of legal protection of property, the flexibility of employment regulation, and the tax burden on businesses.

The fundamental premise of this data is that economic activity requires good rules and regulations that are efficient, accessible to all who need to use them, and simple to implement. Thus sometimes there is more emphasis on more regulation, such as stricter disclosure requirements in related-party transactions, and other times emphasis is on for simplified regulations, such as a one-stop shop for completing business startup formalities.

Entrepreneurs may not be aware of all required procedures or may avoid legally required procedures altogether. But where regulation is particularly onerous, levels of informality are higher, which comes at a cost: firms in the informal sector usually grow more slowly, have less access to credit, and employ fewer workers - and those workers remain outside the protections of labor law. The indicator can help policymakers understand the business environment in a country and - along with information from other sources such as the World Bank's Enterprise Surveys - provide insights into potential areas of reform.",,,,Open
IC.BUS.EASE.XQ,Private Sector & Trade: Business environment,Ease of doing business index (1=most business-friendly regulations),,"Ease of doing business ranks economies from 1 to 189, with first place being the best. A high ranking (a low numerical rank) means that the regulatory environment is conducive to business operation. The index averages the country's percentile rankings on 10 topics covered in the World Bank's Doing Business. The ranking on each topic is the simple average of the percentile rankings on its component indicators.",,Annual,,,Unweighted average,,,Data are presented for the survey year instead of publication year. Data before 2013 are not comparable with data from 2013 onward due to methodological changes.,"World Bank, Doing Business project (http://www.doingbusiness.org/).",,,,,,Open
IC.BUS.NDNS.ZS,Private Sector & Trade: Business environment,"New business density (new registrations per 1,000 people ages 15-64)",,New businesses registered are the number of new limited liability corporations registered in the calendar year.,,Annual,,,Unweighted average,"The definition of entrepreneurship used is limited to the formal sector. Yet, it should be noted that the exclusion of the informal sector is based on the difficulties of quantifying the number of firms that compose it, rather than on its relevance for developing economies. The Entrepreneurship Database facilitates the analysis of the growth of the formal private sector and the identification of factors that encourage firms to begin operations in or transition to the formal sector. Data is collected all limited liability corporations regardless of size. Partnerships and sole proprietorships are not considered in the analysis due to the differences with respect to their definition and regulation worldwide. Data on the number of total or closed firms are not included due to heterogeneity in how these entities are defined and measured.

The data itself only provides a snapshot of a given economy's business demographics, and cannot by itself explain the factors that affect the business creation cycle. However, when the Entrepreneurship Database is combined with other data such as the Doing Business Report, Investment Climate Assessments, and/or OECD Entrepreneurship Indicators, researchers and policymakers can better understand the dynamics of the business creation process.

The Entrepreneurship Database is a critical source of data that facilitates the measurement of entrepreneurial activity across countries and over time. The data also allows for a deeper understanding of the relationship between new firm registration, the regulatory environment, and economic growth. Previous research using the Entrepreneurship Database has shown a significant relationship between the level of cost, time, and procedures required to start a business and new firm registration.",,"For cross-country comparability, only limited liability corporations that operate in the formal sector are included.",World Bank's Entrepreneurship Survey and database (http://econ.worldbank.org/research/entrepreneurship).,"The new business entry density, which is the number of newly registered limited liability corporations per calendar year, normalized by working age population. This is a valuable indicator which quantifies the impact of regulatory, political, and macroeconomic institutional changes on new business registration, a vital component of a dynamic private sector.

The data includes all limited liability corporations regardless of size. Partnerships and sole proprietorships are not considered in the analysis due to the differences with respect to their definition and regulation worldwide. Data on the number of total or closed firms are not included due to heterogeneity in how these entities are defined and measured.

To facilitate cross-country comparability, the Entrepreneurship Database employs a consistent unit of measurement, source of information, and concept of entrepreneurship that is applicable and available among the diverse sample of participating economies.

The data collection process involves telephone interviews and email correspondence with business registries in 139 economies. The main sources of information for this study are national business registries. In a limited number of cases where the business registry was unable to provide the data - most often due to an absence of digitized registration systems - the Entrepreneurship Database uses other alternatives sources, such as statistical agencies, tax and labor agencies, chambers of commerce, and private vendors or publicly available data.

The units of measurement are private, formal sector companies with limited liability.","Entrepreneurship is a critical part of economic development and growth and important for the continued dynamism of the modern economy. To measure entrepreneurial activity, annual data is collected directly from 139 company registrars on the number of newly registered firms over the past seven years. The data shows the trends in new firm creation across regions, the relationship between entrepreneurship and the business environment and financial development, and the financial crisis' effect on the entrepreneurial activity in the formal sector.

Private sector development and investment - tapping private sector initiative and investment for socially useful purposes - are critical for poverty reduction. In parallel with public sector efforts, private investment, especially in competitive markets, has tremendous potential to contribute to growth. Private markets are the engine of productivity growth, creating productive jobs and higher incomes. And with government playing a complementary role of regulation, funding, and service provision, private initiative and investment can help provide the basic services and conditions that empower poor people - by improving health, education, and infrastructure.",,,,Open
IC.CUS.DURS.EX,Private Sector & Trade: Business environment,Average time to clear exports through customs (days),,Average time to clear exports through customs is the average number of days to clear direct exports through customs.,,Annual,,,,"The sampling weights take care of the varying probabilities of selection across different strata. Under certain conditions, estimates' precision under stratified random sampling will be higher than under simple random sampling (lower standard errors may result from the estimation procedure).

The strata for Enterprise Surveys are firm size, business sector, and geographic location within a country. Firm size levels are 5-19 (small), 20-99 (medium), and 100+ employees (large-sized firms). Since in most economies, the majority of firms are small and medium-sized, Enterprise Surveys oversample large firms since larger firms tend to be engines of job creation. Sector breakdown is usually manufacturing, retail, and other services. For larger economies, specific manufacturing sub-sectors are selected as additional strata on the basis of employment, value-added, and total number of establishments figures. Geographic locations within a country are selected based on which cities/regions collectively contain the majority of economic activity.

Ideally the survey sample frame is derived from the universe of eligible firms obtained from the country's statistical office. Sometimes the master list of firms is obtained from other government agencies such as tax or business licensing authorities. In some cases, the list of firms is obtained from business associations or marketing databases. In a few cases, the sample frame is created via block enumeration, where the World Bank ""manually"" constructs a list of eligible firms after 1) partitioning a country's cities of major economic activity into clusters and blocks, 2) randomly selecting a subset of blocks which will then be enumerated. In surveys conducted since 2005-06, survey documentation which explains the source of the sample frame and any special circumstances encountered during survey fieldwork are included with the collected datasets.",All surveys were administered using the Enterprise Surveys methodology as outlined in the Methodology page which can be found from www.enterprisesurveys.org.,,"World Bank, Enterprise Surveys (http://www.enterprisesurveys.org/).","The World Bank Enterprise Surveys gather firm-level data on the business environment of individual economies across the world and assess how business environment constraints affect productivity and job creation. The World Bank has collected this data from face-to-face interviews with business owners and top managers in over 110,000 firms in 128 economies. Of this total fully comparable data is available for 122 countries (close to 80,000 interviews) which are the source for the indicators of this section. The surveys cover a broad range of business environment topics including access to finance, corruption, infrastructure, informality, regulations and taxes, crime, competition, trade, and performance measures. A standardized survey, including country-specific questions, is typically conducted in an emerging economy every 3-4 years. For several countries, firm-level panel data are also available, allowing policymakers to track changes in the business environment over time. Confidentiality of the survey respondents and the sensitive information they provide is necessary to ensure the greatest degree of survey participation, integrity and confidence in the quality of the data. Surveys are usually carried out in cooperation with business organizations and government agencies promoting job creation and economic growth, but confidentiality is never compromised. Typically 1200-1800 interviews are conducted in larger economies, 360 interviews are conducted in medium-sized economies, and for smaller economies, 150 interviews take place. The manufacturing and services sectors are the primary business sectors of interest. This corresponds to firms classified with ISIC codes 15-37, 45, 50-52, 55, 60-64, and 72 (ISIC Rev.3.1). Formal (registered) companies with 5 or more employees are targeted for interview. Services firms include construction, retail, wholesale, hotels, restaurants, transport, storage, communications, and IT. Firms with 100% government/state ownership are not eligible to participate in an Enterprise Survey. In each country, businesses in the cities/regions of major economic activity are interviewed. The sampling methodology for Enterprise Surveys is stratified random sampling with replacement. Stratification variables include sector, firm size and geographic area.. In a stratified random sample, all population units are grouped within homogeneous groups and simple random samples are selected within each group. This method allows computing estimates for each of the strata with a specified level of precision while population estimates can also be estimated by properly weighting individual observations.","Firms evaluating investment options, governments interested in improving business conditions, and economists seeking to explain economic performance have all grappled with defining and measuring the business environment. The firm-level data from Enterprise Surveys provide a useful tool for benchmarking economies across a large number of indicators measured at the firm level.

International trade can be beneficial for firms in terms of less expensive inputs for manufacturing and new markets for exporting finished products and services. Time spent waiting for imports and exports to clear customs can be costly for firms and deter them from engaging in trade or making them uncompetitive globally.",,,,Open
IC.ELC.DURS,Private Sector & Trade: Business environment,Delay in obtaining an electrical connection (days),,"Delay in obtaining an electrical connection is the average wait, in days, experienced to obtain an electrical connection from the day an establishment applies for it to the day it receives the service.",,Annual,,,,"The sampling weights take care of the varying probabilities of selection across different strata. Under certain conditions, estimates' precision under stratified random sampling will be higher than under simple random sampling (lower standard errors may result from the estimation procedure).

The strata for Enterprise Surveys are firm size, business sector, and geographic location within a country. Firm size levels are 5-19 (small), 20-99 (medium), and 100+ employees (large-sized firms). Since in most economies, the majority of firms are small and medium-sized, Enterprise Surveys oversample large firms since larger firms tend to be engines of job creation. Sector breakdown is usually manufacturing, retail, and other services. For larger economies, specific manufacturing sub-sectors are selected as additional strata on the basis of employment, value-added, and total number of establishments figures. Geographic locations within a country are selected based on which cities/regions collectively contain the majority of economic activity.

Ideally the survey sample frame is derived from the universe of eligible firms obtained from the country's statistical office. Sometimes the master list of firms is obtained from other government agencies such as tax or business licensing authorities. In some cases, the list of firms is obtained from business associations or marketing databases. In a few cases, the sample frame is created via block enumeration, where the World Bank ""manually"" constructs a list of eligible firms after 1) partitioning a country's cities of major economic activity into clusters and blocks, 2) randomly selecting a subset of blocks which will then be enumerated. In surveys conducted since 2005-06, survey documentation which explains the source of the sample frame and any special circumstances encountered during survey fieldwork are included with the collected datasets.",All surveys were administered using the Enterprise Surveys methodology as outlined in the Methodology page which can be found from www.enterprisesurveys.org.,,"World Bank, Enterprise Surveys (http://www.enterprisesurveys.org/).","The World Bank Enterprise Surveys gather firm-level data on the business environment of individual economies across the world and assess how business environment constraints affect productivity and job creation. The World Bank has collected this data from face-to-face interviews with business owners and top managers in over 110,000 firms in 128 economies. Of this total fully comparable data is available for 122 countries (close to 80,000 interviews) which are the source for the indicators of this section. The surveys cover a broad range of business environment topics including access to finance, corruption, infrastructure, informality, regulations and taxes, crime, competition, trade, and performance measures. A standardized survey, including country-specific questions, is typically conducted in an emerging economy every 3-4 years. For several countries, firm-level panel data are also available, allowing policymakers to track changes in the business environment over time. Confidentiality of the survey respondents and the sensitive information they provide is necessary to ensure the greatest degree of survey participation, integrity and confidence in the quality of the data. Surveys are usually carried out in cooperation with business organizations and government agencies promoting job creation and economic growth, but confidentiality is never compromised. Typically 1200-1800 interviews are conducted in larger economies, 360 interviews are conducted in medium-sized economies, and for smaller economies, 150 interviews take place. The manufacturing and services sectors are the primary business sectors of interest. This corresponds to firms classified with ISIC codes 15-37, 45, 50-52, 55, 60-64, and 72 (ISIC Rev.3.1). Formal (registered) companies with 5 or more employees are targeted for interview. Services firms include construction, retail, wholesale, hotels, restaurants, transport, storage, communications, and IT. Firms with 100% government/state ownership are not eligible to participate in an Enterprise Survey. In each country, businesses in the cities/regions of major economic activity are interviewed. The sampling methodology for Enterprise Surveys is stratified random sampling with replacement. Stratification variables include sector, firm size and geographic area.. In a stratified random sample, all population units are grouped within homogeneous groups and simple random samples are selected within each group. This method allows computing estimates for each of the strata with a specified level of precision while population estimates can also be estimated by properly weighting individual observations.","Firms evaluating investment options, governments interested in improving business conditions, and economists seeking to explain economic performance have all grappled with defining and measuring the business environment. The firm-level data from Enterprise Surveys provide a useful tool for benchmarking economies across a large number of indicators measured at the firm level.

International trade can be beneficial for firms in terms of less expensive inputs for manufacturing and new markets for exporting finished products and services. Time spent waiting for imports and exports to clear customs can be costly for firms and deter them from engaging in trade or making them uncompetitive globally.",,,,Open
IC.ELC.OUTG,Private Sector & Trade: Business environment,Power outages in firms in a typical month (number),,Power outages are the average number of power outages that establishments experience in a typical month.,,Annual,,,,"The sampling weights take care of the varying probabilities of selection across different strata. Under certain conditions, estimates' precision under stratified random sampling will be higher than under simple random sampling (lower standard errors may result from the estimation procedure).

The strata for Enterprise Surveys are firm size, business sector, and geographic location within a country. Firm size levels are 5-19 (small), 20-99 (medium), and 100+ employees (large-sized firms). Since in most economies, the majority of firms are small and medium-sized, Enterprise Surveys oversample large firms since larger firms tend to be engines of job creation. Sector breakdown is usually manufacturing, retail, and other services. For larger economies, specific manufacturing sub-sectors are selected as additional strata on the basis of employment, value-added, and total number of establishments figures. Geographic locations within a country are selected based on which cities/regions collectively contain the majority of economic activity.

Ideally the survey sample frame is derived from the universe of eligible firms obtained from the country's statistical office. Sometimes the master list of firms is obtained from other government agencies such as tax or business licensing authorities. In some cases, the list of firms is obtained from business associations or marketing databases. In a few cases, the sample frame is created via block enumeration, where the World Bank ""manually"" constructs a list of eligible firms after 1) partitioning a country's cities of major economic activity into clusters and blocks, 2) randomly selecting a subset of blocks which will then be enumerated. In surveys conducted since 2005-06, survey documentation which explains the source of the sample frame and any special circumstances encountered during survey fieldwork are included with the collected datasets.",All surveys were administered using the Enterprise Surveys methodology as outlined in the Methodology page which can be found from www.enterprisesurveys.org.,,"World Bank, Enterprise Surveys (http://www.enterprisesurveys.org/).","The World Bank Enterprise Surveys gather firm-level data on the business environment of individual economies across the world and assess how business environment constraints affect productivity and job creation. The World Bank has collected this data from face-to-face interviews with business owners and top managers in over 110,000 firms in 128 economies. Of this total fully comparable data is available for 122 countries (close to 80,000 interviews) which are the source for the indicators of this section. The surveys cover a broad range of business environment topics including access to finance, corruption, infrastructure, informality, regulations and taxes, crime, competition, trade, and performance measures. A standardized survey, including country-specific questions, is typically conducted in an emerging economy every 3-4 years. For several countries, firm-level panel data are also available, allowing policymakers to track changes in the business environment over time. Confidentiality of the survey respondents and the sensitive information they provide is necessary to ensure the greatest degree of survey participation, integrity and confidence in the quality of the data. Surveys are usually carried out in cooperation with business organizations and government agencies promoting job creation and economic growth, but confidentiality is never compromised. Typically 1200-1800 interviews are conducted in larger economies, 360 interviews are conducted in medium-sized economies, and for smaller economies, 150 interviews take place. The manufacturing and services sectors are the primary business sectors of interest. This corresponds to firms classified with ISIC codes 15-37, 45, 50-52, 55, 60-64, and 72 (ISIC Rev.3.1). Formal (registered) companies with 5 or more employees are targeted for interview. Services firms include construction, retail, wholesale, hotels, restaurants, transport, storage, communications, and IT. Firms with 100% government/state ownership are not eligible to participate in an Enterprise Survey. In each country, businesses in the cities/regions of major economic activity are interviewed. The sampling methodology for Enterprise Surveys is stratified random sampling with replacement. Stratification variables include sector, firm size and geographic area.. In a stratified random sample, all population units are grouped within homogeneous groups and simple random samples are selected within each group. This method allows computing estimates for each of the strata with a specified level of precision while population estimates can also be estimated by properly weighting individual observations.","Firms evaluating investment options, governments interested in improving business conditions, and economists seeking to explain economic performance have all grappled with defining and measuring the business environment. The firm-level data from Enterprise Surveys provide a useful tool for benchmarking economies across a large number of indicators measured at the firm level.

International trade can be beneficial for firms in terms of less expensive inputs for manufacturing and new markets for exporting finished products and services. Time spent waiting for imports and exports to clear customs can be costly for firms and deter them from engaging in trade or making them uncompetitive globally.",,,,Open
IC.ELC.TIME,Private Sector & Trade: Business environment,Time required to get electricity (days),,"Time required to get electricity is the number of days to obtain a permanent electricity connection. The measure captures the median duration that the electricity utility and experts indicate is necessary in practice, rather than required by law, to complete a procedure.",,Annual,,,Unweighted average,"The Doing Business methodology has limitations that should be considered when interpreting the data. First, the data collected refer to businesses in the economy's largest city and may not represent regulations in other locations of the economy. To address this limitation, subnational indicators are being collected for selected economies. These subnational studies point to significant differences in the speed of reform and the ease of doing business across cities in the same economy. Second, the data often focus on a specific business form - generally a limited liability company of a specified size - and may not represent regulation for other types of businesses such as sole proprietorships. Third, transactions described in a standardized business case refer to a specific set of issues and may not represent the full set of issues a business encounters. Fourth, the time measures involve an element of judgment by the expert respondents. When sources indicate different estimates, the Doing Business time indicators represent the median values of several responses given under the assumptions of the standardized case. Fifth, the methodology assumes that a business has full information on what is required and does not waste time when completing procedures.",,Data are presented for the survey year instead of publication year.,"World Bank, Doing Business project (http://www.doingbusiness.org/).","Data are collected by the World Bank with a standardized survey that uses a simple business case to ensure comparability across economies and over time - with assumptions about the legal form of the business, its size, its location, and nature of its operation. Surveys are administered through more than 9,000 local experts, including lawyers, business consultants, accountants, freight forwarders, government officials, and other professionals who routinely administer or advise on legal and regulatory requirements.

Data records all procedures required for a business to obtain a permanent electricity connection. These procedures include applications and contracts with electricity utilities, all necessary inspections and clearances from the utility and other agencies and the external and final connection works.

The Doing Business project of the World Bank encompasses two types of data: data from readings of laws and regulations and data on time and motion indicators that measure efficiency in achieving a regulatory goal. Within the time and motion indicators cost estimates are recorded from official fee schedules where applicable. The data from surveys are subjected to numerous tests for robustness, which lead to revision or expansion of the information collected.","The economic health of a country is measured not only in macroeconomic terms but also by other factors that shape daily economic activity such as laws, regulations, and institutional arrangements. The data measure business regulation, gauge regulatory outcomes, and measure the extent of legal protection of property, the flexibility of employment regulation, and the tax burden on businesses.

The fundamental premise of this data is that economic activity requires good rules and regulations that are efficient, accessible to all who need to use them, and simple to implement. Thus sometimes there is more emphasis on more regulation, such as stricter disclosure requirements in related-party transactions, and other times emphasis is on for simplified regulations, such as a one-stop shop for completing business startup formalities.

Entrepreneurs may not be aware of all required procedures or may avoid legally required procedures altogether. But where regulation is particularly onerous, levels of informality are higher, which comes at a cost: firms in the informal sector usually grow more slowly, have less access to credit, and employ fewer workers - and those workers remain outside the protections of labor law. The indicator can help policymakers understand the business environment in a country and - along with information from other sources such as the World Bank's Enterprise Surveys - provide insights into potential areas of reform.",,,,Open
IC.EXP.COST.CD,Private Sector & Trade: Business environment,Cost to export (US$ per container),"Cost measures the fees levied on a 20-foot container in U.S. dollars. All the fees associated with completing the procedures to export or import the goods are included. These include costs for documents, administrative fees for customs clearance and technical control, customs broker fees, terminal handling charges and inland transport. The cost measure does not include tariffs or trade taxes. Only official costs are recorded.","Cost measures the fees levied on a 20-foot container in U.S. dollars. All the fees associated with completing the procedures to export or import the goods are included. These include costs for documents, administrative fees for customs clearance and technical control, customs broker fees, terminal handling charges and inland transport. The cost measure does not include tariffs or trade taxes. Only official costs are recorded. Several assumptions are made for the business surveyed: Has 60 or more employees; Is located in the country's most populous city; Is a private, limited liability company. It does not operate within an export processing zone or an industrial estate with special export or import privileges; Is domestically owned with no foreign ownership; Exports more than 10% of its sales. Assumptions about the traded goods: The traded product travels in a dry-cargo, 20-foot, full container load. The product: Is not hazardous nor does it include military items; Does not require refrigeration or any other special environment; Does not require any special phytosanitary or environmental safety standards other than accepted international standards.",,Annual,,,Unweighted average,"Data on the costs to export or import are from the World Bank's Doing Business surveys, which compile procedural requirements for exporting and importing a standardized cargo of goods by ocean transport from local freight forwarders, shipping lines, customs brokers, port officials, and banks.

The procedural requirements for exporting and importing goods involved filling out several required documents. These documents are associated with every official procedure - from the contractual agreement between the 2 parties to the delivery of goods, and needs to be filled and submitted in a timely manner.

Several assumptions about the business and traded goods are used. For the business, it is assumed that it has at least 60 employees, located in the economy's largest business city, is a private limited-liability company, is 100% domestically owned, and exports more than 10% of its sales. For the traded goods, it is assumed that the product travels in a dry-cargo, 20-foot, full container load, weighs 10 tons, and valued at $20,000. The assumptions about the product being traded are that it is not hazardous or include any military items, does not require refrigeration or any other special environment, requires only the internationally accepted safety standards, and is one of the economy's leading export or import products.

Trade facilitation encompasses customs efficiency and other physical and regulatory environments where trade takes place, harmonization of standards and conformance to international regulations, and the logistics of moving goods and associated documentation through countries and ports. Though collection of trade facilitation data has improved over the last decade, data that allow meaningful evaluation, especially for developing economies, are lacking.",,,"World Bank, Doing Business project (http://www.doingbusiness.org/).","The World Bank's Doing Business measures the time and cost (excluding tariffs) associated with exporting and importing a standardized cargo of goods by sea transport. The time and cost necessary to complete every official procedure for exporting and importing the goods are recorded; however, the time and cost for sea transport are not included. All documents needed by the trader to export or import the goods across the border are also recorded. For exporting goods, procedures range from packing the goods into the container at the warehouse to their departure from the port of exit. For importing goods, procedures range from the vessel's arrival at the port of entry to the cargo's delivery at the warehouse. For landlocked economies, these include procedures at the inland border post, since the port is located in the transit economy. Payment is made by letter of credit, and the time, cost and documents required for the issuance or advising of a letter of credit are taken into account. The ranking on the ease of trading across borders is the simple average of the percentile rankings on its component indicators.

Local freight forwarders, shipping lines, customs brokers, port officials and banks provide information on required documents and cost as well as the time to complete each procedure. To make the data comparable across economies, several assumptions about the business and the traded goods are used.

Cost measures the fees levied on a 20-foot container in U.S. dollars. All the fees associated with completing the procedures to export or import the goods are taken into account. These include costs for documents, administrative fees for customs clearance and inspections, customs broker fees, port-related charges and inland transport costs. The cost does not include customs tariffs and duties or costs related to sea transport. Only official costs are recorded.","The Doing Business report was first published in 2003 with five indicator sets measuring business regulation in 133 economies. The report has grown into an annual publication covering 11 indicator sets and 189 economies. In these 10 years Doing Business has recorded nearly 2,000 business regulation reforms in the areas covered by the indicators and researchers have produced well over 1,000 articles in peer-reviewed journals using the data published by Doing Business - work that helps explore many of the key development questions of our time.

The Doing Business indicators points to important trends in regulatory reform and identifies the regions and economies making the biggest improvements for local entrepreneurs. It highlights both the areas of business regulation that have received the most attention and those where more progress remains to be made. The report also reviews research on which regulatory reforms have worked and how. Among the highlights are smarter business regulation supports economic growth, simpler business registration promotes greater entrepreneurship and firm productivity, while lower-cost registration improves formal employment opportunities, an effective regulatory environment boosts trade performance, and sound financial market infrastructure - courts, creditor and insolvency laws, and credit and collateral registries - improves access to credit.",,,,Open
